index,Company,TypeName,inches,resolution_width,resolution_height,touchscreen,cpu_name,cpu_brand,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
646,Acer,Ultrabook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.8,48964.32
647,Razer,Gaming,14.00,1920,1080,0,"Core i7",Intel,2.80,16,SSD,256,0,Nvidia,windows,1.95,138474.72
648,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.2,64628.64
649,Lenovo,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.36,84395.52
650,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.70,32,SSD,512,0,Nvidia,windows,3.8,149130.72
651,Acer,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,linux,2.4,37775.52
652,Dell,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.2,77250.672
653,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.2,63499.104
654,HP,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,N/A,1.86,19441.872
655,Toshiba,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,500,0,Intel,windows,2.0,56689.92
656,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,AMD,windows,6.2,48964.32
657,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,16,Hybrid,256,2048,AMD,windows,2.2,60472.8
658,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.60,8,Hybrid,128,1024,Nvidia,windows,3.31,63722.88
659,Dell,Gaming,17.30,3840,2160,0,"Core i7",Intel,2.80,32,Hybrid,512,1024,Nvidia,windows,4.42,167691.8736
660,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.40,8,SSD,256,0,Intel,windows,1.56,65481.12
661,Lenovo,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,HDD,500,0,Intel,windows,2.2,22324.32
662,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,2.2,28504.8
663,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,6,HDD,1024,0,AMD,windows,2.04,28717.92
664,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.7,79215.1056
665,Toshiba,Notebook,15.60,1366,768,0,"Core i3",Intel,2.10,4,SSD,128,0,Intel,windows,2.1,26533.44
667,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,AMD,windows,2.1,39693.6
668,Toshiba,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.0,67026.24
669,Acer,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,linux,2.1,21951.36
670,Microsoft,Ultrabook,13.50,2256,1504,1,"Core i7",Intel,2.80,8,SSD,256,0,Intel,windows,1.252,99519.048
671,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,AMD,windows,1.90,43580.376
672,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.3,55091.52
673,Lenovo,Notebook,35.60,1366,768,0,"E-Series E2-9000",AMD,2.20,4,SSD,128,0,AMD,windows,2.2,18594.72
674,HP,"2 in 1 Convertible",14.00,1920,1080,1,"Core i3",Intel,2.40,4,SSD,128,0,Nvidia,windows,1.63,37242.72
675,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.4,68944.32
676,Asus,Ultrabook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.1,60472.8
677,HP,"2 in 1 Convertible",11.60,1366,768,1,"Celeron Dual",Intel,1.10,8,"Flash Storage",64,0,Intel,Other,1.4,26373.6
678,LG,Ultrabook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,512,0,Intel,windows,1.09,122490.72
679,Acer,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,16,SSD,256,0,Nvidia,windows,2.5,69210.72
680,MSI,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.2,53168.112
681,Asus,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,SSD,128,0,Intel,windows,1.86,22324.32
682,Dell,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,16,Hybrid,128,1024,Nvidia,windows,3.21,109277.28
683,HP,Notebook,17.30,1920,1080,0,"Core i3",Intel,2.00,4,SSD,256,0,AMD,windows,2.5,37242.72
684,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,1.80,8,SSD,512,0,Intel,windows,1.19,79866.72
685,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.90,16,Hybrid,256,1024,Nvidia,windows,3.49,149916.6
686,HP,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,AMD,windows,1.86,32639.8608
687,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,windows,2.2,29073.2976
688,HP,Notebook,17.30,1920,1080,0,"A10-Series 9600P",AMD,2.40,6,HDD,2048,0,AMD,windows,2.65,30316.32
689,Lenovo,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,windows,2.1,16943.04
690,Acer,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,Other,1.45,19980
691,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,1.7,37242.72
692,HP,Workstation,17.30,1920,1080,0,"Core i7",Intel,2.80,8,HDD,500,0,Nvidia,windows,3.14,101657.7072
693,Lenovo,"2 in 1 Convertible",14.00,2560,1440,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.42,137995.2
694,Toshiba,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.5,51841.44
695,Acer,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,windows,1.4,14332.32
696,Lenovo,"2 in 1 Convertible",14.00,1920,1080,1,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.38,93186.72
697,Asus,"2 in 1 Convertible",12.50,1920,1080,1,"Core M",Intel,0.90,4,"Flash Storage",64,0,Intel,Other,1.2,35644.32
698,Toshiba,Ultrabook,13.30,1920,1080,1,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.36,100006.56
700,Dell,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,windows,2.56,43636.32
701,Lenovo,Notebook,15.60,1920,1080,0,"A9-Series 9420",AMD,2.90,4,SSD,256,0,AMD,windows,2.2,21258.72
702,Lenovo,Notebook,15.60,1366,768,0,"A12-Series 9720P",AMD,3.60,8,HDD,1024,0,AMD,windows,2.2,22857.12
703,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,HDD,1024,1024,Intel,windows,2.1,33110.856
704,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,N/A,1.90,23976
705,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.18,42357.6
706,Acer,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,1.60,1,SSD,256,0,Intel,windows,1.6,53226.72
707,Lenovo,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.50,16,SSD,512,0,Nvidia,windows,2.18,98834.4
708,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.8,63456.48
709,HP,Notebook,17.30,1920,1080,0,"A10-Series 9620P",AMD,2.50,6,HDD,2048,0,AMD,windows,2.71,34898.9328
710,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.5,66546.72
711,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.80,8,SSD,256,0,Nvidia,linux,1.64,58021.92
712,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,linux,1.98,38681.28
713,Asus,Notebook,14.00,1920,1080,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.5,15877.44
714,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.60,16,SSD,512,0,Intel,windows,1.93,76012.4448
715,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,1.87,45664.6896
716,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.9,62817.12
717,Lenovo,Notebook,15.60,1366,768,0,"A6-Series 7310",AMD,2.00,4,HDD,500,0,AMD,windows,2.19,15877.44
718,Mediacom,Notebook,14.00,1920,1200,0,"Atom Z8350",Intel,1.92,4,HDD,32,0,Intel,windows,1.4,14119.2
719,HP,Notebook,17.30,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,2.63,63936
720,Lenovo,Ultrabook,14.00,2560,1440,0,"Core i7",Intel,2.50,64,SSD,512,0,Intel,windows,1.17,89864.1792
721,HP,"2 in 1 Convertible",13.30,1366,768,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.58,44574.048
722,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.32,79866.72
723,Dell,Gaming,17.30,3840,2160,0,"Core i7",Intel,2.80,32,Hybrid,1024,1024,Nvidia,windows,4.36,194972.832
724,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.7,71847.0144
725,Lenovo,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,1024,0,Intel,N/A,1.9,26101.872
727,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i3",Intel,2.40,4,HDD,1024,0,Intel,windows,1.71,34578.72
728,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,HDD,1024,0,AMD,linux,2.32,31409.6256
729,HP,Notebook,15.60,1920,1080,0,"A9-Series 9420",AMD,3.00,4,HDD,1024,0,AMD,windows,2.1,26053.92
730,Acer,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.60,16,Hybrid,128,1024,Nvidia,windows,4.2,103096.8
731,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,12,HDD,1024,0,Intel,windows,2.25,34578.72
732,HP,Notebook,15.60,1920,1080,0,"A9-Series A9-9420",AMD,3.00,6,Hybrid,128,1024,AMD,windows,2.1,34632
733,Acer,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,HDD,500,0,Intel,windows,2.4,29783.52
734,Lenovo,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.44,51148.8
735,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,4,HDD,1024,0,Intel,windows,1.85,41505.12
736,HP,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.80,16,SSD,256,0,Nvidia,windows,2.6,128884.32
737,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,1.60,8,HDD,1024,0,Intel,windows,1.55,35111.52
738,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,1.8,111593.8944
739,Acer,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,2.4,21887.424
740,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,Hybrid,128,1024,Nvidia,windows,2.0,64308.96
741,Dell,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,8,SSD,256,0,Intel,windows,2,35431.2
742,Toshiba,Notebook,14.00,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.25,81784.8
743,Lenovo,"2 in 1 Convertible",14.00,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.7,53226.72
744,Lenovo,Workstation,15.60,3840,2160,0,"Core i7",Intel,2.80,16,SSD,1024,0,Nvidia,windows,2.5,175770.72
745,Acer,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,2,"Flash Storage",32,0,Intel,Other,1.68,17582.4
746,Samsung,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,2.70,16,SSD,256,0,Intel,windows,0.81,87858.72
748,Dell,Notebook,14.00,1366,768,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.6,60031.1088
749,HP,Workstation,17.30,1920,1080,0,"Xeon E3-1535M",Intel,2.90,16,SSD,256,0,Nvidia,windows,3,233845.92
750,Lenovo,Netbook,11.60,1366,768,1,"Celeron Dual",Intel,1.60,4,SSD,128,0,Intel,windows,1.4,25308
751,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.40,8,SSD,256,0,Intel,windows,1.84,101232
752,Asus,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,4,HDD,1024,0,Nvidia,N/A,2.45,30849.12
754,Asus,Notebook,15.60,1366,768,0,"Core i7",Intel,2.70,4,SSD,256,0,Intel,windows,2.37,45282.672
755,Lenovo,"2 in 1 Convertible",13.30,3200,1800,1,"Core i5",Intel,1.80,8,SSD,256,0,Intel,windows,1.3,63882.72
756,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.2,58554.72
757,HP,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.60,8,SSD,256,0,Nvidia,windows,2.59,83170.08
758,Dell,Gaming,15.60,3840,2160,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,4.42,152859.7872
759,Acer,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,4,SSD,256,0,Intel,windows,2.1,31914.72
760,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.5,55837.44
761,Dell,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.80,16,SSD,256,0,Intel,windows,1.18,99047.52
762,Google,Ultrabook,12.30,2400,1600,1,"Core i5",Intel,1.20,8,SSD,256,0,Intel,Other,1.1,83063.52
763,Asus,Ultrabook,13.30,3200,1800,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.2,60153.12
764,Dell,Notebook,13.30,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,1.65,45234.72
765,Acer,Notebook,13.30,1366,768,0,"Core i5",Intel,2.30,4,SSD,128,0,Intel,windows,1.6,34898.4
766,Asus,Notebook,17.30,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,1024,0,Nvidia,windows,2.8,25059.7152
767,Dell,Gaming,15.60,3840,2160,1,"Core i7",Intel,2.60,16,Hybrid,128,1024,Nvidia,windows,2.72,58554.72
768,Samsung,Ultrabook,13.30,1920,1080,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.31,85194.72
769,Acer,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,1024,0,Intel,linux,2.1,15877.44
770,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,16,NULL,NULL,0,AMD,windows,2.3,62938.0656
771,Samsung,"2 in 1 Convertible",15.00,1920,1080,1,"Core i7",Intel,2.70,16,SSD,256,0,AMD,windows,1.71,95850.72
772,Toshiba,Notebook,14.00,1366,768,0,"Core i5",Intel,2.30,4,SSD,128,0,Intel,windows,1.75,54345.6
773,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,windows,2.62,58554.72
775,Asus,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,2.70,12,HDD,2048,0,Nvidia,windows,2.3,44701.92
776,Lenovo,Notebook,15.60,3840,2160,0,"Core i7",Intel,2.70,16,SSD,512,0,Nvidia,windows,2.5,126273.6
777,Acer,Notebook,14.00,1920,1080,0,"Core i3",Intel,2.40,4,SSD,128,0,Intel,windows,1.8,33886.08
778,Razer,Gaming,14.00,1920,1080,0,"Core i7",Intel,2.80,16,SSD,512,0,Nvidia,windows,1.95,154458.72
779,Asus,Notebook,15.60,1920,1080,0,"Pentium Dual",Intel,1.10,8,SSD,128,0,Intel,windows,2,31003.632
780,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,32,Hybrid,1024,1024,Nvidia,windows,4.42,191211.264
781,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.60,16,Hybrid,256,1024,Nvidia,windows,4.3,125208
782,Toshiba,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.60,16,SSD,512,0,Nvidia,windows,1.47,93985.92
783,Lenovo,Notebook,15.60,1366,768,0,"Celeron Quad",Intel,1.60,8,HDD,1024,0,Intel,N/A,2.2,17529.12
784,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.7,122490.72
785,MSI,Gaming,14.00,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,1.6,100752.48
786,MSI,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.2,58021.92
787,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,4,HDD,1024,0,Nvidia,windows,2.4,53226.72
788,Acer,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,4.2,122490.72
789,Dell,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.62,52480.8
790,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.24,71341.92
791,Vero,Notebook,14.00,1920,1080,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.22,10810.512
792,Lenovo,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.37,104961.6
793,Lenovo,"2 in 1 Convertible",15.60,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,AMD,windows,2.08,51095.52
794,Apple,Ultrabook,12.00,2304,1440,0,"Core M",Intel,1.20,8,"Flash Storage",512,0,Intel,macos,0.920,62071.2
795,Lenovo,"2 in 1 Convertible",14.00,2560,1440,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.42,124142.4
796,Asus,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.63,15930.72
797,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,SSD,128,0,Intel,windows,1.95,43156.8
798,Lenovo,"2 in 1 Convertible",13.90,1920,1080,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.38,71874.72
799,Dell,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,8,SSD,256,0,AMD,windows,2,39373.92
800,HP,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,3.14,110017.872
801,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.37,58554.72
802,Dell,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.29,79866.72
803,Dell,Notebook,15.60,3840,2160,1,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.06,93186.72
804,Dell,Netbook,11.60,1366,768,0,"Pentium Quad",Intel,1.10,4,SSD,128,0,Intel,windows,1.63,39640.32
805,HP,Netbook,12.50,1366,768,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.26,74005.92
806,Toshiba,Notebook,15.60,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,2.1,41558.4
807,HP,Notebook,15.60,1366,768,0,"A12-Series 9700P",AMD,2.50,8,HDD,2048,0,AMD,windows,2.04,33513.12
808,Dell,Gaming,15.60,3840,2160,0,"Core i7",Intel,2.80,16,SSD,512,0,Nvidia,windows,2.62,89457.12
809,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,HDD,1024,0,Nvidia,windows,2.4,32447.52
810,HP,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,12,HDD,1024,0,AMD,windows,3.74,93186.72
811,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,512,1024,Nvidia,windows,2.9,128671.2
812,Samsung,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,0.81,79866.72
813,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,windows,1.98,51202.08
814,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,AMD,windows,2.18,42081.0768
815,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.32,99047.52
816,Razer,Ultrabook,12.50,3840,2160,1,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.29,95850.72
817,HP,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",16,0,Intel,Other,1.23,20512.8
818,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,128,1024,Nvidia,windows,4.36,133467.4656
819,Dell,Notebook,14.00,1366,768,0,"Core i5",Intel,2.30,4,HDD,500,0,Intel,windows,1.76,40226.4
820,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,2.1,26101.872
821,Toshiba,Ultrabook,14.00,1366,768,0,"Core i5",Intel,2.50,4,SSD,128,0,Intel,windows,1.25,58075.2
822,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.13,133146.72
823,MSI,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.4,63882.72
824,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,"Flash Storage",256,0,Intel,windows,1.13,99900
825,Toshiba,Notebook,14.00,1366,768,0,"Pentium Dual",Intel,2.10,4,SSD,128,0,Intel,windows,1.75,26586.72
826,Asus,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.1,72354.24
827,Dell,Notebook,14.00,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,1.76,31168.8
828,Acer,Netbook,11.60,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",32,0,Intel,Other,1.35,18914.4
829,Acer,Notebook,14.00,1920,1080,0,"Core i3",Intel,2.40,8,SSD,128,0,Intel,windows,1.5,32980.32
830,Razer,Gaming,17.30,3840,2160,1,"Core i7",Intel,2.90,32,SSD,512,0,Nvidia,windows,3.49,292986.72
831,Lenovo,Ultrabook,14.00,2560,1440,0,"Core i7",Intel,2.60,16,SSD,512,0,Intel,windows,1.1,111834.72
832,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,HDD,1024,0,Nvidia,linux,2.1,27652.32
833,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.7,63190.08
834,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.32,87912
835,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,3.21,147832.2864
836,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.9,128884.32
837,Toshiba,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,4,HDD,500,0,Intel,windows,2.0,35644.32
838,Lenovo,Notebook,14.00,1366,768,0,"Celeron Quad",Intel,1.60,4,"Flash Storage",16,0,Intel,Other,1.5,17316
839,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,128,0,Intel,windows,2.3,31435.2
840,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.60,16,Hybrid,512,1024,Nvidia,windows,2.73,95850.72
841,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,32,Hybrid,512,1024,Nvidia,windows,4.42,163723.5792
842,HP,Notebook,17.30,1600,900,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,windows,2.63,48484.8
843,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,SSD,128,0,Intel,windows,2.18,38041.3872
844,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.50,8,SSD,512,0,Intel,windows,1.54,99633.6
845,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,4,SSD,256,0,AMD,windows,2.18,39373.92
846,HP,"2 in 1 Convertible",11.60,1366,768,1,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,Other,1.4,32767.2
847,Asus,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,2.30,8,SSD,512,0,Nvidia,windows,1.45,54665.28
848,HP,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.28,121318.56
849,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.50,8,SSD,512,0,Intel,windows,1.54,78215.04
850,HP,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,SSD,128,0,Intel,N/A,1.86,15930.72
851,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,128,1024,Nvidia,windows,2.1,101178.72
852,Dell,Notebook,17.30,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,AMD,linux,2.83,46087.2
853,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,1.96,101391.84
854,Asus,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,2.3,41931.36
855,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,128,0,Intel,windows,1.9,50349.6
856,Asus,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,1024,0,Intel,windows,2,23922.72
857,HP,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.80,8,SSD,256,0,Intel,windows,1.28,136343.52
858,Dell,Notebook,13.30,1920,1080,1,"Core i5",Intel,2.30,8,HDD,1024,0,Intel,windows,1.62,34578.72
859,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,N/A,2.2,24988.32
860,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.3,45323.1648
